Year,City,Month,Crime,Frequency
2013,Baraut,June,Kidnapping,47
2013,Baraut,June,Murder,27
2013,Baraut,June,Rape,51
2013,Baraut,June,Theft,58
2013,Baraut,July,Burglary,45
2013,Baraut,July,Kidnapping,36
2013,Baraut,July,Murder,22
2013,Baraut,July,Rape,23
2013,Baraut,July,Theft,42
2013,Baraut,August,Burglary,52
2013,Baraut,August,Kidnapping,20
2013,Baraut,August,Murder,40
2013,Baraut,August,Rape,56
2013,Baraut,August,Theft,60
2013,Baraut,September,Burglary,21
2013,Baraut,September,Kidnapping,59
2013,Baraut,September,Murder,54
2013,Baraut,September,Rape,58
2013,Baraut,September,Theft,60
2013,Baraut,October,Burglary,48
2013,Baraut,October,Kidnapping,20
2013,Baraut,October,Murder,47
2013,Baraut,October,Rape,38
2013,Baraut,October,Theft,58
2013,Baraut,November,Burglary,39
2013,Baraut,November,Kidnapping,20
2013,Baraut,November,Murder,27
2013,Baraut,November,Rape,53
2013,Baraut,November,Theft,42
2013,Baraut,December,Burglary,34
2013,Baraut,December,Kidnapping,24
2013,Baraut,December,Murder,49
2013,Baraut,December,Rape,43
2013,Baraut,December,Theft,34
2013,Bareli,January,Burglary,33
2013,Bareli,January,Kidnapping,54
2013,Bareli,January,Murder,41
2013,Bareli,January,Rape,21
2013,Bareli,January,Theft,32
2013,Bareli,February,Burglary,60
2013,Bareli,February,Kidnapping,33
2013,Bareli,February,Murder,35
2013,Bareli,February,Rape,42
2013,Bareli,February,Theft,49
2013,Bareli,March,Burglary,35
2013,Bareli,March,Kidnapping,24
2013,Bareli,March,Murder,33
2013,Bareli,March,Rape,20
2013,Bareli,March,Theft,57
2013,Bareli,April,Burglary,45
2013,Bareli,April,Kidnapping,36
2013,Bareli,April,Murder,59
2013,Bareli,April,Rape,23
2013,Bareli,April,Theft,57
2013,Bareli,May,Burglary,34
2013,Bareli,May,Kidnapping,60
2013,Bareli,May,Murder,21
2013,Bareli,May,Rape,57
2013,Bareli,May,Theft,25
2013,Bareli,June,Burglary,25
2013,Bareli,June,Kidnapping,23
2013,Bareli,June,Murder,21
2013,Bareli,June,Rape,43
2013,Bareli,June,Theft,35
2013,Bareli,July,Burglary,34
2013,Bareli,July,Kidnapping,51
2013,Bareli,July,Murder,22
2013,Bareli,July,Rape,57
2013,Bareli,July,Theft,53
2013,Bareli,August,Burglary,50
2013,Bareli,August,Kidnapping,60
2013,Bareli,August,Murder,43
2013,Bareli,August,Rape,35
2013,Bareli,August,Theft,42
2013,Bareli,September,Burglary,35
2013,Bareli,September,Kidnapping,36
2013,Bareli,September,Murder,59
2013,Bareli,September,Rape,26
2013,Bareli,September,Theft,47
2013,Bareli,October,Burglary,48
2013,Bareli,October,Kidnapping,36
2013,Bareli,October,Murder,43
2013,Bareli,October,Rape,25
2013,Bareli,October,Theft,54
2013,Bareli,November,Burglary,33
2013,Bareli,November,Kidnapping,40
2013,Bareli,November,Murder,30
2013,Bareli,November,Rape,23
2013,Bareli,November,Theft,35
2013,Bareli,December,Burglary,52
2013,Bareli,December,Kidnapping,40
2013,Bareli,December,Murder,43
2013,Bareli,December,Rape,34
2013,Bareli,December,Theft,42
2013,Basti,January,Burglary,25
2013,Basti,January,Kidnapping,32
2013,Basti,January,Murder,53
2013,Basti,January,Rape,31
2013,Basti,January,Theft,46
2013,Basti,February,Burglary,29
2013,Basti,February,Kidnapping,54
2013,Basti,February,Murder,29
2013,Basti,February,Rape,36
2013,Basti,February,Theft,59
2013,Basti,March,Burglary,20
2013,Basti,March,Kidnapping,22
2013,Basti,March,Murder,20
2013,Basti,March,Rape,48
2013,Basti,March,Theft,23
2013,Basti,April,Burglary,48
2013,Basti,April,Kidnapping,52
2013,Basti,April,Murder,41
2013,Basti,April,Rape,38
2013,Basti,April,Theft,33
2013,Basti,May,Burglary,25
2013,Basti,May,Kidnapping,48
2013,Basti,May,Murder,27
2013,Basti,May,Rape,33
2013,Basti,May,Theft,58
2013,Basti,June,Burglary,22
2013,Basti,June,Kidnapping,45
2013,Basti,June,Murder,60
2013,Basti,June,Rape,57
2013,Basti,June,Theft,58
2013,Basti,July,Burglary,42
2013,Basti,July,Kidnapping,53
2013,Basti,July,Murder,48
2013,Basti,July,Rape,52
2013,Basti,July,Theft,40
2013,Basti,August,Burglary,33
2013,Basti,August,Kidnapping,35
2013,Basti,August,Murder,34
2013,Basti,August,Rape,41
2013,Basti,August,Theft,35
2013,Basti,September,Burglary,28
2013,Basti,September,Kidnapping,48
2013,Basti,September,Murder,34
2013,Basti,September,Rape,34
2013,Basti,September,Theft,52
2013,Basti,October,Burglary,54
2013,Basti,October,Kidnapping,27
2013,Basti,October,Murder,27
2013,Basti,October,Rape,51
2013,Basti,October,Theft,59
2013,Basti,November,Burglary,45
2013,Basti,November,Kidnapping,43
2013,Basti,November,Murder,30
2013,Basti,November,Rape,45
2013,Basti,November,Theft,40
2013,Basti,December,Burglary,27
2013,Basti,December,Kidnapping,53
2013,Basti,December,Murder,39
2013,Basti,December,Rape,30
2013,Basti,December,Theft,45
2013,Behta Hajipur,January,Burglary,58
2013,Behta Hajipur,January,Kidnapping,50
2013,Behta Hajipur,January,Murder,20
2013,Behta Hajipur,January,Rape,38
2013,Behta Hajipur,January,Theft,20
2013,Behta Hajipur,February,Burglary,27
2013,Behta Hajipur,February,Kidnapping,51
2013,Behta Hajipur,February,Murder,41
2013,Behta Hajipur,February,Rape,30
2013,Behta Hajipur,February,Theft,22
2013,Behta Hajipur,March,Burglary,42
2013,Behta Hajipur,March,Kidnapping,50
2013,Behta Hajipur,March,Murder,45
2013,Behta Hajipur,March,Rape,53
2013,Behta Hajipur,March,Theft,45
2013,Behta Hajipur,April,Burglary,42
2013,Behta Hajipur,April,Kidnapping,29
2013,Behta Hajipur,April,Murder,38
2013,Behta Hajipur,April,Rape,23
2013,Behta Hajipur,April,Theft,26
2013,Behta Hajipur,May,Burglary,20
2013,Behta Hajipur,May,Kidnapping,40
2013,Behta Hajipur,May,Murder,33
2013,Behta Hajipur,May,Rape,54
2013,Behta Hajipur,May,Theft,21
2013,Behta Hajipur,June,Burglary,27
2013,Behta Hajipur,June,Kidnapping,32
2013,Behta Hajipur,June,Murder,43
2013,Behta Hajipur,June,Rape,41
2013,Behta Hajipur,June,Theft,28
2013,Behta Hajipur,July,Burglary,33
2013,Behta Hajipur,July,Kidnapping,32
2013,Behta Hajipur,July,Murder,33
2013,Behta Hajipur,July,Rape,39
2013,Behta Hajipur,July,Theft,52
2013,Behta Hajipur,August,Burglary,47
2013,Behta Hajipur,August,Kidnapping,46
2013,Behta Hajipur,August,Murder,44
2013,Behta Hajipur,August,Rape,33
2013,Behta Hajipur,August,Theft,39
2013,Behta Hajipur,September,Burglary,45
2013,Behta Hajipur,September,Kidnapping,39
2013,Behta Hajipur,September,Murder,28
2013,Behta Hajipur,September,Rape,27
2013,Behta Hajipur,September,Theft,38
2013,Behta Hajipur,October,Burglary,37
2013,Behta Hajipur,October,Kidnapping,57
2013,Behta Hajipur,October,Murder,49
2013,Behta Hajipur,October,Rape,50
2013,Behta Hajipur,October,Theft,27
2013,Behta Hajipur,November,Burglary,46
2013,Behta Hajipur,November,Kidnapping,31
2013,Behta Hajipur,November,Murder,57
2013,Behta Hajipur,November,Rape,37
2013,Behta Hajipur,November,Theft,58
2013,Behta Hajipur,December,Burglary,51
2013,Behta Hajipur,December,Kidnapping,38
2013,Behta Hajipur,December,Murder,30
2013,Behta Hajipur,December,Rape,27
2013,Behta Hajipur,December,Theft,60
2013,Bela,January,Burglary,35
2013,Bela,January,Kidnapping,49
2013,Bela,January,Murder,39
2013,Bela,January,Rape,42
2013,Bela,January,Theft,38
2013,Bela,February,Burglary,54
2013,Bela,February,Kidnapping,37
2013,Bela,February,Murder,24
2013,Bela,February,Rape,22
2013,Bela,February,Theft,54
2013,Bela,March,Burglary,20
2013,Bela,March,Kidnapping,36
2013,Bela,March,Murder,33
2013,Bela,March,Rape,55
2013,Bela,March,Theft,36
2013,Bela,April,Burglary,53
2013,Bela,April,Kidnapping,21
2013,Bela,April,Murder,56
2013,Bela,April,Rape,51
2013,Bela,April,Theft,33
2013,Bela,May,Burglary,33
2013,Bela,May,Kidnapping,43
2013,Bela,May,Murder,22
2013,Bela,May,Rape,47
2013,Bela,May,Theft,58
2013,Bela,June,Burglary,23
2013,Bela,June,Kidnapping,47
2013,Bela,June,Murder,31
2013,Bela,June,Rape,44
2013,Bela,June,Theft,23
2013,Bela,July,Burglary,37
2013,Bela,July,Kidnapping,54
2013,Bela,July,Murder,52
2013,Bela,July,Rape,52
2013,Bela,July,Theft,57
2013,Bela,August,Burglary,39
2013,Bela,August,Kidnapping,35
2013,Bela,August,Murder,53
2013,Bela,August,Rape,22
2013,Bela,August,Theft,37
2013,Bela,September,Burglary,42
2013,Bela,September,Kidnapping,37
2013,Bela,September,Murder,59
2013,Bela,September,Rape,58
2013,Bela,September,Theft,31
2013,Bela,October,Burglary,22
2013,Bela,October,Kidnapping,56
2013,Bela,October,Murder,40
2013,Bela,October,Rape,53
2013,Bela,October,Theft,41
2013,Bela,November,Burglary,49
2013,Bela,November,Kidnapping,46
2013,Bela,November,Murder,42
2013,Bela,November,Rape,25
2013,Bela,November,Theft,58
2013,Bela,December,Burglary,53
2013,Bela,December,Kidnapping,46
2013,Bela,December,Murder,56
2013,Bela,December,Rape,44
2013,Bela,December,Theft,57
2013,Bhadohi,January,Burglary,56
2013,Bhadohi,January,Kidnapping,40
2013,Bhadohi,January,Murder,54
2013,Bhadohi,January,Rape,33
2013,Bhadohi,January,Theft,53
2013,Bhadohi,February,Burglary,29
2013,Bhadohi,February,Kidnapping,34
2013,Bhadohi,February,Murder,60
2013,Bhadohi,February,Rape,44
2013,Bhadohi,February,Theft,59
2013,Bhadohi,March,Burglary,23
2013,Bhadohi,March,Kidnapping,40
2013,Bhadohi,March,Murder,22
2013,Bhadohi,March,Rape,23
2013,Bhadohi,March,Theft,30
2013,Bhadohi,April,Burglary,48
2013,Bhadohi,April,Kidnapping,47
2013,Bhadohi,April,Murder,41
2013,Bhadohi,April,Rape,20
2013,Bhadohi,April,Theft,49
2013,Bhadohi,May,Burglary,24
2013,Bhadohi,May,Kidnapping,60
2013,Bhadohi,May,Murder,32
2013,Bhadohi,May,Rape,40
2013,Bhadohi,May,Theft,24
2013,Bhadohi,June,Burglary,26
2013,Bhadohi,June,Kidnapping,52
2013,Bhadohi,June,Murder,41
2013,Bhadohi,June,Rape,24
2013,Bhadohi,June,Theft,28
2013,Bhadohi,July,Burglary,36
2013,Bhadohi,July,Kidnapping,49
2013,Bhadohi,July,Murder,45
2013,Bhadohi,July,Rape,49
2013,Bhadohi,July,Theft,32
2013,Bhadohi,August,Burglary,50
2013,Bhadohi,August,Kidnapping,56
2013,Bhadohi,August,Murder,48
2013,Bhadohi,August,Rape,47
2013,Bhadohi,August,Theft,39
2013,Bhadohi,September,Burglary,42
2013,Bhadohi,September,Kidnapping,33
2013,Bhadohi,September,Murder,22
2013,Bhadohi,September,Rape,30
2013,Bhadohi,September,Theft,21
2013,Bhadohi,October,Burglary,34
2013,Bhadohi,October,Kidnapping,21
2013,Bhadohi,October,Murder,42
2013,Bhadohi,October,Rape,57
2013,Bhadohi,October,Theft,20
2013,Bhadohi,November,Burglary,24
2013,Bhadohi,November,Kidnapping,44
2013,Bhadohi,November,Murder,31
2013,Bhadohi,November,Rape,24
2013,Bhadohi,November,Theft,60
2013,Bhadohi,December,Burglary,55
2013,Bhadohi,December,Kidnapping,31
2013,Bhadohi,December,Murder,58
2013,Bhadohi,December,Rape,31
2013,Bhadohi,December,Theft,49
2013,Bijnor,January,Burglary,58
2013,Bijnor,January,Kidnapping,37
2013,Bijnor,January,Murder,41
2013,Bijnor,January,Rape,40
2013,Bijnor,January,Theft,55
2013,Bijnor,February,Burglary,43
2013,Bijnor,February,Kidnapping,25
2013,Bijnor,February,Murder,54
2013,Bijnor,February,Rape,40
2013,Bijnor,February,Theft,22
2013,Bijnor,March,Burglary,51
2013,Bijnor,March,Kidnapping,53
2013,Bijnor,March,Murder,56
2013,Bijnor,March,Rape,33
2013,Bijnor,March,Theft,44
2013,Bijnor,April,Burglary,20
2013,Bijnor,April,Kidnapping,44
2013,Bijnor,April,Murder,27
2013,Bijnor,April,Rape,44
2013,Bijnor,April,Theft,29
2013,Bijnor,May,Burglary,57
2013,Bijnor,May,Kidnapping,29
2013,Bijnor,May,Murder,40
2013,Bijnor,May,Rape,33
2013,Bijnor,May,Theft,32
2013,Bijnor,June,Burglary,22
2013,Bijnor,June,Kidnapping,47
2013,Bijnor,June,Murder,46
2013,Bijnor,June,Rape,39
2013,Bijnor,June,Theft,39
2013,Bijnor,July,Burglary,49
2013,Bijnor,July,Kidnapping,22
2013,Bijnor,July,Murder,53
2013,Bijnor,July,Rape,21
2013,Bijnor,July,Theft,20
2013,Bijnor,August,Burglary,26
2013,Bijnor,August,Kidnapping,22
2013,Bijnor,August,Murder,20
2013,Bijnor,August,Rape,43
2013,Bijnor,August,Theft,48
2013,Bijnor,September,Burglary,52
2013,Bijnor,September,Kidnapping,34
2013,Bijnor,September,Murder,59
2013,Bijnor,September,Rape,50
2013,Bijnor,September,Theft,36
2013,Bijnor,October,Burglary,37
2013,Bijnor,October,Kidnapping,41
2013,Bijnor,October,Murder,23
2013,Bijnor,October,Rape,50
2013,Bijnor,October,Theft,34
2013,Bijnor,November,Burglary,40
2013,Bijnor,November,Kidnapping,54
2013,Bijnor,November,Murder,42
2013,Bijnor,November,Rape,43
2013,Bijnor,November,Theft,52
2013,Bijnor,December,Burglary,28
2013,Bijnor,December,Kidnapping,22
2013,Bijnor,December,Murder,48
2013,Bijnor,December,Rape,36
2013,Bijnor,December,Theft,39
2013,Bisalpur,January,Burglary,52
2013,Bisalpur,January,Kidnapping,27
2013,Bisalpur,January,Murder,51
2013,Bisalpur,January,Rape,42
2013,Bisalpur,January,Theft,22
2013,Bisalpur,February,Burglary,58
2013,Bisalpur,February,Kidnapping,58
2013,Bisalpur,February,Murder,53
2013,Bisalpur,February,Rape,49
2013,Bisalpur,February,Theft,52
2013,Bisalpur,March,Burglary,29
2013,Bisalpur,March,Kidnapping,30
2013,Bisalpur,March,Murder,24
2013,Bisalpur,March,Rape,59
2013,Bisalpur,March,Theft,36
2013,Bisalpur,April,Burglary,52
2013,Bisalpur,April,Kidnapping,42
2013,Bisalpur,April,Murder,27
2013,Bisalpur,April,Rape,29
2013,Bisalpur,April,Theft,22
2013,Bisalpur,May,Burglary,49
2013,Bisalpur,May,Kidnapping,56
2013,Bisalpur,May,Murder,21
2013,Bisalpur,May,Rape,48
2013,Bisalpur,May,Theft,58
2013,Bisalpur,June,Burglary,40
2013,Bisalpur,June,Kidnapping,51
2013,Bisalpur,June,Murder,28
2013,Bisalpur,June,Rape,48
2013,Bisalpur,June,Theft,35
2013,Bisalpur,July,Burglary,21
2013,Bisalpur,July,Kidnapping,36
2013,Bisalpur,July,Murder,31
2013,Bisalpur,July,Rape,42
2013,Bisalpur,July,Theft,32
2013,Bisalpur,August,Burglary,60
2013,Bisalpur,August,Kidnapping,56
2013,Bisalpur,August,Murder,36
2013,Bisalpur,August,Rape,21
2013,Bisalpur,August,Theft,41
2013,Bisalpur,September,Burglary,57
2013,Bisalpur,September,Kidnapping,59
2013,Bisalpur,September,Murder,30
2013,Bisalpur,September,Rape,23
2013,Bisalpur,September,Theft,34
2013,Bisalpur,October,Burglary,27
2013,Bisalpur,October,Kidnapping,55
2013,Bisalpur,October,Murder,55
2013,Bisalpur,October,Rape,25
2013,Bisalpur,October,Theft,45
2013,Bisalpur,November,Burglary,44
2013,Bisalpur,November,Kidnapping,59
2013,Bisalpur,November,Murder,32
2013,Bisalpur,November,Rape,26
2013,Bisalpur,November,Theft,30
2013,Bisalpur,December,Burglary,35
2013,Bisalpur,December,Kidnapping,49
2013,Bisalpur,December,Murder,52
2013,Bisalpur,December,Rape,38
2013,Bisalpur,December,Theft,37
2013,Biswan,January,Burglary,21
2013,Biswan,January,Kidnapping,36
2013,Biswan,January,Murder,26
2013,Biswan,January,Rape,28
2013,Biswan,January,Theft,46
2013,Biswan,February,Burglary,38
2013,Biswan,February,Kidnapping,54
2013,Biswan,February,Murder,49
2013,Biswan,February,Rape,30
2013,Biswan,February,Theft,23
2013,Biswan,March,Burglary,50
2013,Biswan,March,Kidnapping,57
2013,Biswan,March,Murder,59
2013,Biswan,March,Rape,54
2013,Biswan,March,Theft,58
2013,Biswan,April,Burglary,32
2013,Biswan,April,Kidnapping,43
2013,Biswan,April,Murder,22
2013,Biswan,April,Rape,46
2013,Biswan,April,Theft,30
2013,Biswan,May,Burglary,20
2013,Biswan,May,Kidnapping,60
2013,Biswan,May,Murder,50
2013,Biswan,May,Rape,53
2013,Biswan,May,Theft,34
2013,Biswan,June,Burglary,26
2013,Biswan,June,Kidnapping,60
2013,Biswan,June,Murder,42
2013,Biswan,June,Rape,40
2013,Biswan,June,Theft,27
2013,Biswan,July,Burglary,30
2013,Biswan,July,Kidnapping,41
2013,Biswan,July,Murder,21
2013,Biswan,July,Rape,42
2013,Biswan,July,Theft,41
2013,Biswan,August,Burglary,31
2013,Biswan,August,Kidnapping,27
2013,Biswan,August,Murder,60
2013,Biswan,August,Rape,30
2013,Biswan,August,Theft,58
2013,Biswan,September,Burglary,54
2013,Biswan,September,Kidnapping,27
2013,Biswan,September,Murder,49
2013,Biswan,September,Rape,31
2013,Biswan,September,Theft,21
2013,Biswan,October,Burglary,57
2013,Biswan,October,Kidnapping,42
2013,Biswan,October,Murder,43
2013,Biswan,October,Rape,60
2013,Biswan,October,Theft,36
2013,Biswan,November,Burglary,24
2013,Biswan,November,Kidnapping,21
2013,Biswan,November,Murder,40
2013,Biswan,November,Rape,33
2013,Biswan,November,Theft,34
2013,Biswan,December,Burglary,48
2013,Biswan,December,Kidnapping,45
2013,Biswan,December,Murder,30
2013,Biswan,December,Rape,33
2013,Biswan,December,Theft,54
2013,Budaun,January,Burglary,53
2013,Budaun,January,Kidnapping,52
2013,Budaun,January,Murder,25
2013,Budaun,January,Rape,20
2013,Budaun,January,Theft,54
2013,Budaun,February,Burglary,54
2013,Budaun,February,Kidnapping,39
2013,Budaun,February,Murder,54
2013,Budaun,February,Rape,53
2013,Budaun,February,Theft,30
2013,Budaun,March,Burglary,39
2013,Budaun,March,Kidnapping,45
2013,Budaun,March,Murder,26
2013,Budaun,March,Rape,25
2013,Budaun,March,Theft,47
2013,Budaun,April,Burglary,40
2013,Budaun,April,Kidnapping,43
2013,Budaun,April,Murder,57
2013,Budaun,April,Rape,60
2013,Budaun,April,Theft,43
2013,Budaun,May,Burglary,56
2013,Budaun,May,Kidnapping,51
2013,Budaun,May,Murder,60
2013,Budaun,May,Rape,29
2013,Budaun,May,Theft,54
2013,Budaun,June,Burglary,53
2013,Budaun,June,Kidnapping,43
2013,Budaun,June,Murder,30
2013,Budaun,June,Rape,49
2013,Budaun,June,Theft,55
2013,Budaun,July,Burglary,57
2013,Budaun,July,Kidnapping,41
2013,Budaun,July,Murder,55
2013,Budaun,July,Rape,27
2013,Budaun,July,Theft,40
2013,Budaun,August,Burglary,60
2013,Budaun,August,Kidnapping,44
2013,Budaun,August,Murder,31
2013,Budaun,August,Rape,31
2013,Budaun,August,Theft,29
2013,Budaun,September,Burglary,36
2013,Budaun,September,Kidnapping,37
2013,Budaun,September,Murder,51
2013,Budaun,September,Rape,47
2013,Budaun,September,Theft,31
2013,Budaun,October,Burglary,60
2013,Budaun,October,Kidnapping,39
2013,Budaun,October,Murder,55
2013,Budaun,October,Rape,38
2013,Budaun,October,Theft,38
2013,Budaun,November,Burglary,57
2013,Budaun,November,Kidnapping,40
2013,Budaun,November,Murder,47
2013,Budaun,November,Rape,52
2013,Budaun,November,Theft,48
2013,Budaun,December,Burglary,47
2013,Budaun,December,Kidnapping,56
2013,Budaun,December,Murder,58
2013,Budaun,December,Rape,47
2013,Budaun,December,Theft,32
2013,Bulandshahar,January,Burglary,39
2013,Bulandshahar,January,Kidnapping,23
2013,Bulandshahar,January,Murder,33
2013,Bulandshahar,January,Rape,48
2013,Bulandshahar,January,Theft,55
2013,Bulandshahar,February,Burglary,46
2013,Bulandshahar,February,Kidnapping,20
2013,Bulandshahar,February,Murder,39
2013,Bulandshahar,February,Rape,25
2013,Bulandshahar,February,Theft,37
2013,Bulandshahar,March,Burglary,42
2013,Bulandshahar,March,Kidnapping,28
2013,Bulandshahar,March,Murder,54
2013,Bulandshahar,March,Rape,38
2013,Bulandshahar,March,Theft,39
2013,Bulandshahar,April,Burglary,47
2013,Bulandshahar,April,Kidnapping,56
2013,Bulandshahar,April,Murder,39
2013,Bulandshahar,April,Rape,53
2013,Bulandshahar,April,Theft,20
2013,Bulandshahar,May,Burglary,42
2013,Bulandshahar,May,Kidnapping,26
2013,Bulandshahar,May,Murder,27
2013,Bulandshahar,May,Rape,36
2013,Bulandshahar,May,Theft,47
2013,Bulandshahar,June,Burglary,22
2013,Bulandshahar,June,Kidnapping,30
2013,Bulandshahar,June,Murder,58
2013,Bulandshahar,June,Rape,21
2013,Bulandshahar,June,Theft,22
2013,Bulandshahar,July,Burglary,56
2013,Bulandshahar,July,Kidnapping,52
2013,Bulandshahar,July,Murder,53
2013,Bulandshahar,July,Rape,37
2013,Bulandshahar,July,Theft,45
2013,Bulandshahar,August,Burglary,32
2013,Bulandshahar,August,Kidnapping,58
2013,Bulandshahar,August,Murder,36
2013,Bulandshahar,August,Rape,60
2013,Bulandshahar,August,Theft,33
2013,Bulandshahar,September,Burglary,54
2013,Bulandshahar,September,Kidnapping,54
2013,Bulandshahar,September,Murder,41
